 ,
 _ALL,
INAP,syates
INAP_INAP,syates
Install,jmoe
Install_AS Server,jmoe
Install_CVRT,jmoe
Install_CVRTDBF,jmoe
Install_DBIC,jmoe
Install_FS Server,jmoe
Install_INST,jmoe
Install_INSTALL,jmoe
Install_ITHU,jmoe
Install_UPDT,jmoe
Install_WP Server,jmoe
Inventory,bmarty
Inventory_ALL,bmarty
Inventory_SAP,bmarty
INVM,jliu
INVM_ALL,jliu
INVM_AUDT,jliu
INVM_EXTRACT,jliu
INVM_IACR,jliu
INVM_IMPORT,jliu
INVM_IMTR,jliu
INVM_INVA,jliu
INVM_ITBI,jliu
INVM_ITCB,jliu
INVM_ITCI,jliu
INVM_ITHC,jliu
INVM_ITHP,jliu
INVM_ITHR,jliu
INVM_ITHU,jliu
INVM_ITMB,jliu
INVM_ITMC,jliu
INVM_ITMI,jliu
INVM_LMMT,jliu
INVM_SSII,jliu
INVM_SSIL,jliu
ISTM,lguo
ISTM_ALL,lguo
ISTM_CUS4,lguo
ISTM_ISTH,lguo
ISTM_ITM7,lguo
ISTM_ITM8,lguo
ISTM_IVI3,lguo
ISTM_IXRU,lguo
Job Stream,bmarty
KPI,jmoe
KPI Display,sduepner
KPI Display_FS Database,sduepner
KPI Display_Other Database,sduepner
KPI_AP,jmoe
KPI_AR,jmoe
KPI_Bank,jmoe
KPI_CO,jmoe
KPI_GL,jmoe
KPI_Inventory,jmoe
KPI_MO,jmoe
KPI_PO,jmoe
KPI_Variances,jmoe
LEDO_LSCC,cli
LEDO_LSPR,cli
LEDO_LSPT,cli
LOTM,jliu
LOTM_ALL,jliu
LOTM_EXTRACT,jliu
LOTM_INST,jliu
LOTM_LEXP,jliu
LOTM_LHIP,jliu
LOTM_LHIS,jliu
LOTM_LHRL,jliu
LOTM_LMSI,jliu
LOTM_LMST,jliu
LOTM_LOTM,jliu
LOTM_LOTR,jliu
LOTM_LTCF,jliu
LOTM_LVAL,jliu
LOTM_MISC,jliu
LOTM_SN1T,jliu
Manufacturing,bmarty
Manufacturing_Manufacturing Order Processing,bmarty
Manufacturing_Scheduling,bmarty
MCMM_ALL,lguo
MCMM_CCEX,lguo
MCMM_EXRU,lguo
MCMM_MCCF,lguo
MGRM,lguo
MGRM_ABCR,lguo
MGRM_IACR,lguo
MGRM_ICCR,lguo
MGRM_INVR,lguo
MGRM_OVAR,lguo
MISC,sduepner
MISC_ALL,sduepner
MISC_CLIENT,sduepner
MISC_EXTRACT,sduepner
MISC_FS EXPLORER,sduepner
MISC_INSTALL,jmoe
MISC_MISC,sduepner
MISC_ODBC,sduepner
MISC_PRINT,sduepner
MISC_SERVER,sduepner
MISC_UNKNOWN,sduepner
MMAM,jliu
MMAM_ALL,jliu
MMAM_AMBL,jliu
MMAM_ASBC,jliu
MMAM_ASBL,jliu
MMAM_MEXP,jliu
MMAM_PRINT,jliu
MMAM_SUMB,jliu
MOMM,jliu
MOMM_ALL,jliu
MOMM_BOPR,jliu
MOMM_DEUP,jliu
MOMM_IHIR,jliu
MOMM_IORD,jliu
MOMM_LRRP,jliu
MOMM_MOAN,jliu
MOMM_MOCF,jliu
MOMM_MOFR,jliu
MOMM_MOMT,jliu
MOMM_MORI,jliu
MOMM_MORV,jliu
MOMM_MOSH,jliu
MOMM_ORST,jliu
MOMM_OVAR,jliu
MOMM_PICI,jliu
MOMM_PICK,jliu
MOMM_PREV,jliu
MOMM_PRINT,jliu
MOMM_TRUD,jliu
Monitor,sduepner
MRP,jliu
MRPM,jliu
MRPM_FCST,jliu
MRPM_MPSR,jliu
MRPM_MPSS,jliu
MRPM_MSMT,jliu
MRPM_PLNG,jliu
MRPM_PRINT,jliu
MRPM_SDAB,jliu
MRPM_SDAL,jliu
MYFSWP,sduepner
MYFSWP_ALL,sduepner
MYFSWP_APID,sduepner
MYFSWP_CTKM,sduepner
MYFSWP_FSPORTALS,sduepner
MYFSWP_ICOT,sduepner
MYFSWP_INSTALL,sduepner
MYFSWP_VEND,sduepner
MYFSWP_WEBUI,sduepner
NFMM,cli
NFMM_APLC,cli
NFMM_APNF,cli
NFMM_APNR,cli
NFMM_APPR,cli
NFMM_CFOP,cli
NFMM_ICMS,cli
NFMM_IVMN,cli
NFMM_IVNF,cli
NFMM_IVNR,cli
NFMM_NFCF,cli
NFMM_NFCS,cli
NFMM_NFIO,cli
NFMM_NFPT,cli
NFMM_NFSD,cli
NFMM_NFSE,cli
NUIM,sduepner
NUIM_CLIENT,sduepner
NUIM_GUI,sduepner
NUIM_INSTALL,sduepner
NUIM_MISC,sduepner
NUIM_SERVER,sduepner
ODBM,lguo
ODBM_ACESS,lguo
ODBM_ALL,lguo
ODBM_FS EXPLORER,lguo
ODBM_FSMASTER,lguo
ODBM_FSTABLES,lguo
ODBM_PRINT,lguo
ODBM_QUERY,lguo
ODBM_SIMBA,lguo
Online Help-FSE,syates
OPFM,lguo
OPFM_IPPD,lguo
OPFM_LSDA,lguo
OPFM_MISC,lguo
OPFM_OPCF,lguo
OPFM_OPMA,lguo
OPFM_PRINT,lguo
OPFM_PSCP,lguo
Platform,sduepner
PRCM,jliu
PRCM_ALL,jliu
PRCM_CCAN,jliu
PRCM_CMLB,jliu
PRCM_COMP,jliu
PRCM_CROL,jliu
PRCM_CROV,jliu
PRCM_CSLB,jliu
PRCM_CSTU,jliu
PRCM_MCST,jliu
PRCM_PCST,jliu
PRCM_PRINT,jliu
PRCM_WIPL,jliu
PRCM_WIPR,jliu
PRCM_WIPS,jliu
Production,bmarty
Production_ALL,bmarty
Production_COMP,bmarty
Purchasing-A/P,bmarty
Purchasing-A/P_ALL,bmarty
Purchasing-A/P_SAP,bmarty
PURM,jliu
PURM_ALL,jliu
PURM_MISC,jliu
PURM_POAN,jliu
PURM_POAS,jliu
PURM_POBP,jliu
PURM_POCF,jliu
PURM_POCR,jliu
PURM_POCT,jliu
PURM_POMI,jliu
PURM_POMT,jliu
PURM_POP1,jliu
PURM_PORR,jliu
PURM_PORV,jliu
PURM_POSR,jliu
PURM_POSV,jliu
PURM_POVD,jliu
PURM_POYE,jliu
PURM_PRINT,jliu
PURM_VCOT,jliu
PURM_VDII,jliu
PURM_VDIT,jliu
PURM_VDSC,jliu
PURM_VEDI,jliu
PURM_VEID,jliu
PURM_VEIT,jliu
PURM_VEND,jliu
PURM_VENI,jliu
PURM_VPFR,jliu
PURM_VROP,jliu
PURM_VSDT,jliu
PYCM_IMPT,syates
Quality Control,bmarty
RBPM,lguo
RBPM_MISC,lguo
RBPM_PRINT,lguo
RBPM_RBP1,lguo
Reports,lguo
Reports_ABCR,lguo
Reports_ALL,lguo
Reports_ARIH,lguo
Reports_ARPH,lguo
Reports_ARST,lguo
Reports_AUDT,lguo
Reports_CORV,lguo
Reports_GLJP,lguo
Reports_LMST,lguo
Reports_MISC,lguo
Reports_OVAR,lguo
Reports_SAP,lguo
RPTM,jliu
RPTM_BKFL,jliu
RPTM_BKSV,jliu
RPTM_MISC,jliu
RTSM,lguo
RTSM_ALL,lguo
RTSM_RTCF,lguo
RTSM_RTCT,lguo
RTSM_RTEX,lguo
RTSM_RTIN,lguo
RTSM_RTMT,lguo
RTSM_RTPR,lguo
SAAM,jliu
SAAM_Console,jliu
SAAM_Conversion,jliu
SAAM_FS EXPLORER,jliu
SAAM_Incremental Load,jliu
SAAM_Initial Load,jliu
SAAM_LOADDAILY,jliu
SAAM_LOADHIST,jliu
SAAM_REPORTS,jliu
SAAM_Reports/Views,jliu
SAAM_SAAM,jliu
SAAM_SAAMINST,jliu
SAAM_SaamInst,jliu
SAAM_SAIL,jliu
Sales-A/R,bmarty
Sales-A/R_ALL,bmarty
Sales-A/R_SAP,bmarty
SBO Add-On,bmarty
SBO Add-On_SAP,bmarty
Scheduling,bmarty
SCRM,lguo
SCRM_ALL,lguo
SDK,bmarty
SDK_ALL,bmarty
SDK_SAP,bmarty
Service,lguo
SFRM,jliu
SFRM_ALL,jliu
SFRM_CAPC,jliu
SFRM_CELS,jliu
SFRM_DISP,jliu
SFRM_ITSH,jliu
SFRM_LOCN,jliu
SFRM_LTAN,jliu
SFRM_OCMP,jliu
SFRM_OCST,jliu
SFRM_PRINT,jliu
SFRM_ROUT,jliu
SFRM_SCBD,jliu
SFRM_SHOR,jliu
SFRM_WCAL,jliu
SFRM_WMST,jliu
SHPM,jliu
SHPM_ALL,jliu
SHPM_EXTRACT,jliu
SHPM_IMPORT,jliu
SHPM_NMTA,jliu
SHPM_PRINT,jliu
SHPM_SBOL,jliu
SHPM_SHCF,jliu
SHPM_SHIP,jliu
SHPM_SHPI,jliu
SHPM_SHPL,jliu
SHPM_STAD,jliu
SHPM_STID,jliu
SOPM,jmoe
SOPM_ALL,jmoe
SOPM_BRSA,jmoe
SOPM_FSTI,jmoe
SOPM_IMPT,jmoe
SOPM_MISC,jmoe
SOPM_PRINT,jmoe
SOPM_SOP1,jmoe
SOPM_UPDTSOPM,jmoe
SQL,jmoe
SQL_ALL,jmoe
SQL_ARAG,jmoe
SQL_BILL,jmoe
SQL_BKFL,jmoe
SQL_CMND,jmoe
SQL_COMT,jmoe
SQL_CUID,jmoe
SQL_DVUD,jmoe
SQL_EXTRACT,jmoe
SQL_FBV,jmoe
SQL_FCMT,jmoe
SQL_FSTABLES,jmoe
SQL_GLAU,jmoe
SQL_GLMC,jmoe
SQL_GLTG,jmoe
SQL_ITHR,jmoe
SQL_ITHU,jmoe
SQL_ITMB,jmoe
SQL_IVMC,jmoe
SQL_MUSE,jmoe
SQL_OVAR,jmoe
SQL_PLNG,jmoe
SQL_POMT,jmoe
SQL_SBOL,jmoe
SQL_SHIP,jmoe
SQL_SREV,jmoe
SQL_SYMM,jmoe
SQL_VDII,jmoe
SYSM,jliu
SYSM_ACCT,jliu
SYSM_ALL,jliu
SYSM_AUDP,jliu
SYSM_AUDT,jliu
SYSM_BEXE,jliu
SYSM_BROWSER,jliu
SYSM_BSET,jliu
SYSM_CCEX,jliu
SYSM_CCFG,jliu
SYSM_CCMT,jliu
SYSM_CLDR,jliu
SYSM_CMND,jliu
SYSM_CNFA,jliu
SYSM_CNFC,jliu
SYSM_CNFG,jliu
SYSM_CNFI,jliu
SYSM_CONT,jliu
SYSM_CRPT,jliu
SYSM_CVAL,jliu
SYSM_ETPT,jliu
SYSM_EXTRACT,jliu
SYSM_FBV,jliu
SYSM_FCMT,jliu
SYSM_FSTI,jliu
SYSM_GLCF,jliu
SYSM_GUI,jliu
SYSM_ICOT,jliu
SYSM_IMPORT,jliu
SYSM_MISC,jliu
SYSM_MSCF,jliu
SYSM_OACF,jliu
SYSM_PASS,jliu
SYSM_PRINT,jliu
SYSM_PROG,jliu
SYSM_RWFL,jliu
SYSM_SOPTI,jliu
SYSM_STVT,jliu
SYSM_SYMM,jliu
SYSM_TEXT,jliu
SYSM_TXTA,jliu
SYSM_TXWU,jliu
SYSM_VATT,jliu
SYSM_WACF,jliu
System Admin,lguo
System Admin_Batch Tasks,lguo
System Admin_Module Communications,jmoe
System Admin_System Maintenance,lguo
System Admin_System Setup,lguo
Translation,jmoe
Translation_APAH,jmoe
Translation_ARCR,jmoe
Translation_BEXE,jmoe
Translation_Chinese,jmoe
Translation_CMLB,jmoe
